file_path,mask_path,origin_dataset,data_type,doi,dataset_link,paper_link,license,forgery_metadata
cleaning_using_bf/images/TCGA-A2-A0ES-01Z-00-DX1_1.tif,cleaning_using_bf/masks/TCGA-A2-A0ES-01Z-00-DX1_1.png,MoNuSAC 2020,Microscopy,10.1109/TMI.2021.3085712,https://monusac-2020.grand-challenge.org/Data/,https://ieeexplore.ieee.org/abstract/document/9446924?casa_token=RVD5ZjFPUJwAAAAA:WqR-dWkLchFwwdtKJGo7GQwwylvOOL6cM796VDb6CDnprbLCYtcm-oMp-0W3MfHiub-Ot0Ab-g,CC BY-NC-SA 4.0,"{'forgery_info': {'class': 'Microscopy', 'function_name': 'cleaning_using_bf', 'args': {'n_objects': 1}, 'figure_type': 'simple', 'modality': 'cleaning'}, 'figure_annotations': {'height': 313, 'width': 474, 'image_id': '../../datasets/copy-move/recod-cmfd-fine-tunning-dataset/base/images/TCGA-A2-A0ES-01Z-00-DX1_1.tif'}}"
random_copy_move/images/DIC_SN_15_L5_Sum19.tif,random_copy_move/masks/DIC_SN_15_L5_Sum19_manual.png,Broad Bioimage Benchmark Collection,Transwell,10.1038/nmeth.2083,https://bbbc.broadinstitute.org/BBBC019,https://www.nature.com/articles/nmeth.2083,CC BY 3.0,"{'forgery_info': {'class': 'Microscopy', 'function_name': 'random_copy_move', 'args': {'n_objects': 1}, 'figure_type': 'simple', 'modality': 'duplication'}, 'figure_annotations': {'height': 1024, 'width': 1024, 'image_id': '../../datasets/copy-move/recod-cmfd-fine-tunning-dataset/base/images/DIC_SN_15_L5_Sum19.tif'}}"
cleaning_using_bf/images/Mar19bS1C5R3_LHr_200x_y.png,cleaning_using_bf/masks/Mar19bS1C5R3_LHr_200x_y.png,Fluorescent Neuronal Cells,Fluorescencent Microscopy,10.6092/unibo/amsacta/6706,https://amsacta.unibo.it/id/eprint/6706/,https://www.nature.com/articles/s41598-021-01929-5#Sec4,CC BY 4.0,"{'forgery_info': {'class': 'Microscopy', 'function_name': 'cleaning_using_bf', 'args': {'n_objects': 1}, 'figure_type': 'simple', 'modality': 'cleaning'}, 'figure_annotations': {'height': 1200, 'width': 1600, 'image_id': '../../datasets/copy-move/recod-cmfd-fine-tunning-dataset/base/images/Mar19bS1C5R3_LHr_200x_y.png'}}"
random_copy_move/images/0a55e7c93f.png,random_copy_move/masks/0a55e7c93f.png,Electron Microscopy Particle Segmentation (EMPS),Electron Microscopy,10.1021/acs.jcim.0c01455,https://github.com/by256/emps/tree/main,https://pubs.acs.org/doi/10.1021/acs.jcim.0c01455,CC BY 4.0,"{'forgery_info': {'class': 'Microscopy', 'function_name': 'random_copy_move', 'args': {'n_objects': 1}, 'figure_type': 'simple', 'modality': 'duplication'}, 'figure_annotations': {'height': 512, 'width': 683, 'image_id': '../../datasets/copy-move/recod-cmfd-fine-tunning-dataset/base/images/0a55e7c93f.png'}}"
cleaning_using_bf/images/00489.png,cleaning_using_bf/masks/00489_gt.png,Recod.ai Scientific Image Integrity Dataset,Microscopy,10.1007/s11948-022-00391-4,https://github.com/phillipecardenuto/rsiil,https://link.springer.com/article/10.1007/s11948-022-00391-4,CC BY 4.0,"{'forgery_info': {'class': 'Microscopy', 'function_name': 'cleaning_using_bf', 'args': {'n_objects': 1}, 'figure_type': 'simple', 'modality': 'cleaning'}, 'figure_annotations': {'height': 256, 'width': 320, 'image_id': '../../datasets/copy-move/recod-cmfd-fine-tunning-dataset/base/images/00489.png'}}"
cleaning_using_bf/images/LBQU-057.jpg,cleaning_using_bf/masks/LBQU-057.jpg,Maize Cobs Dataset,Body Images,10.1186/s13007-021-00787-6,https://datasetninja.com/maize-cobs,https://doi.org/10.1186/s13007-021-00787-6,CC BY-NC 2.0,"{'forgery_info': {'class': 'Microscopy', 'function_name': 'cleaning_using_bf', 'args': {'n_objects': 1}, 'figure_type': 'simple', 'modality': 'cleaning'}, 'figure_annotations': {'height': 666, 'width': 1000, 'image_id': '../../datasets/copy-move/recod-cmfd-fine-tunning-dataset/base/images/LBQU-057.jpg'}}"
cleaning_using_bf/images/00410.png,cleaning_using_bf/masks/00410_gt.png,Recod.ai Scientific Image Integrity Dataset,Microscopy,10.1007/s11948-022-00391-4,https://github.com/phillipecardenuto/rsiil,https://link.springer.com/article/10.1007/s11948-022-00391-4,CC BY 4.0,"{'forgery_info': {'class': 'Microscopy', 'function_name': 'cleaning_using_bf', 'args': {'n_objects': 1}, 'figure_type': 'simple', 'modality': 'cleaning'}, 'figure_annotations': {'height': 256, 'width': 320, 'image_id': '../../datasets/copy-move/recod-cmfd-fine-tunning-dataset/base/images/00410.png'}}"
cleaning_using_bf/images/7f50b86c4b.png,cleaning_using_bf/masks/7f50b86c4b.png,Electron Microscopy Particle Segmentation (EMPS),Electron Microscopy,10.1021/acs.jcim.0c01455,https://github.com/by256/emps/tree/main,https://pubs.acs.org/doi/10.1021/acs.jcim.0c01455,CC BY 4.0,"{'forgery_info': {'class': 'Microscopy', 'function_name': 'cleaning_using_bf', 'args': {'n_objects': 1}, 'figure_type': 'simple', 'modality': 'cleaning'}, 'figure_annotations': {'height': 512, 'width': 517, 'image_id': '../../datasets/copy-move/recod-cmfd-fine-tunning-dataset/base/images/7f50b86c4b.png'}}"
cleaning_using_bf/images/00050.png,cleaning_using_bf/masks/00050_gt.png,Recod.ai Scientific Image Integrity Dataset,Microscopy,10.1007/s11948-022-00391-4,https://github.com/phillipecardenuto/rsiil,https://link.springer.com/article/10.1007/s11948-022-00391-4,CC BY 4.0,"{'forgery_info': {'class': 'Microscopy', 'function_name': 'cleaning_using_bf', 'args': {'n_objects': 1}, 'figure_type': 'simple', 'modality': 'cleaning'}, 'figure_annotations': {'height': 360, 'width': 360, 'image_id': '../../datasets/copy-move/recod-cmfd-fine-tunning-dataset/base/images/00050.png'}}"
cleaning_using_bf/images/Mar20bS2C2R2_LHr_200x_y.png,cleaning_using_bf/masks/Mar20bS2C2R2_LHr_200x_y.png,Fluorescent Neuronal Cells,Fluorescencent Microscopy,10.6092/unibo/amsacta/6706,https://amsacta.unibo.it/id/eprint/6706/,https://www.nature.com/articles/s41598-021-01929-5#Sec4,CC BY 4.0,"{'forgery_info': {'class': 'Microscopy', 'function_name': 'cleaning_using_bf', 'args': {'n_objects': 1}, 'figure_type': 'simple', 'modality': 'cleaning'}, 'figure_annotations': {'height': 1200, 'width': 1600, 'image_id': '../../datasets/copy-move/recod-cmfd-fine-tunning-dataset/base/images/Mar20bS2C2R2_LHr_200x_y.png'}}"
cleaning_using_bf/images/865350_1299146_6_Blots.png,cleaning_using_bf/masks/865350_1299146_6_Blots.png,Recod.a Western Blots Collection,Western Blots,10.1371/journal.pone.0082026,---,https://plos.figshare.com/articles/figure/_Lrp1_disruption_in_cardiovascular_tissues_and_isolated_cardiac_myocyte_function_/865350,CC BY 4.0,"{'forgery_info': {'class': 'Microscopy', 'function_name': 'cleaning_using_bf', 'args': {'n_objects': 1}, 'figure_type': 'simple', 'modality': 'cleaning'}, 'figure_annotations': {'height': 102, 'width': 546, 'image_id': '../../datasets/copy-move/recod-cmfd-fine-tunning-dataset/base/images/865350_1299146_6_Blots.png'}}"
cleaning_using_bf/images/f98c5fb82a.png,cleaning_using_bf/masks/f98c5fb82a.png,Electron Microscopy Particle Segmentation (EMPS),Electron Microscopy,10.1021/acs.jcim.0c01455,https://github.com/by256/emps/tree/main,https://pubs.acs.org/doi/10.1021/acs.jcim.0c01455,CC BY 4.0,"{'forgery_info': {'class': 'Microscopy', 'function_name': 'cleaning_using_bf', 'args': {'n_objects': 1}, 'figure_type': 'simple', 'modality': 'cleaning'}, 'figure_annotations': {'height': 528, 'width': 512, 'image_id': '../../datasets/copy-move/recod-cmfd-fine-tunning-dataset/base/images/f98c5fb82a.png'}}"
cleaning_using_bf/images/00482.png,cleaning_using_bf/masks/00482_gt.png,Recod.ai Scientific Image Integrity Dataset,Microscopy,10.1007/s11948-022-00391-4,https://github.com/phillipecardenuto/rsiil,https://link.springer.com/article/10.1007/s11948-022-00391-4,CC BY 4.0,"{'forgery_info': {'class': 'Microscopy', 'function_name': 'cleaning_using_bf', 'args': {'n_objects': 1}, 'figure_type': 'simple', 'modality': 'cleaning'}, 'figure_annotations': {'height': 256, 'width': 256, 'image_id': '../../datasets/copy-move/recod-cmfd-fine-tunning-dataset/base/images/00482.png'}}"
random_copy_move/images/IMG_3674.JPG,random_copy_move/masks/IMG_3674.JPG,Maize Cobs Dataset,Body Images,10.1186/s13007-021-00787-6,https://datasetninja.com/maize-cobs,https://doi.org/10.1186/s13007-021-00787-6,CC BY-NC 2.0,"{'forgery_info': {'class': 'Microscopy', 'function_name': 'random_copy_move', 'args': {'n_objects': 1}, 'figure_type': 'simple', 'modality': 'duplication'}, 'figure_annotations': {'height': 3888, 'width': 2592, 'image_id': '../../datasets/copy-move/recod-cmfd-fine-tunning-dataset/base/images/IMG_3674.JPG'}}"
random_copy_move/images/00197.png,random_copy_move/masks/00197_gt.png,Recod.ai Scientific Image Integrity Dataset,Microscopy,10.1007/s11948-022-00391-4,https://github.com/phillipecardenuto/rsiil,https://link.springer.com/article/10.1007/s11948-022-00391-4,CC BY 4.0,"{'forgery_info': {'class': 'Microscopy', 'function_name': 'random_copy_move', 'args': {'n_objects': 1}, 'figure_type': 'simple', 'modality': 'duplication'}, 'figure_annotations': {'height': 256, 'width': 256, 'image_id': '../../datasets/copy-move/recod-cmfd-fine-tunning-dataset/base/images/00197.png'}}"
random_copy_move/images/802e607c7c.png,random_copy_move/masks/802e607c7c.png,Electron Microscopy Particle Segmentation (EMPS),Electron Microscopy,10.1021/acs.jcim.0c01455,https://github.com/by256/emps/tree/main,https://pubs.acs.org/doi/10.1021/acs.jcim.0c01455,CC BY 4.0,"{'forgery_info': {'class': 'Microscopy', 'function_name': 'random_copy_move', 'args': {'n_objects': 1}, 'figure_type': 'simple', 'modality': 'duplication'}, 'figure_annotations': {'height': 512, 'width': 514, 'image_id': '../../datasets/copy-move/recod-cmfd-fine-tunning-dataset/base/images/802e607c7c.png'}}"
random_copy_move/images/IMG_3146.JPG,random_copy_move/masks/IMG_3146.JPG,Maize Cobs Dataset,Body Images,10.1186/s13007-021-00787-6,https://datasetninja.com/maize-cobs,https://doi.org/10.1186/s13007-021-00787-6,CC BY-NC 2.0,"{'forgery_info': {'class': 'Microscopy', 'function_name': 'random_copy_move', 'args': {'n_objects': 1}, 'figure_type': 'simple', 'modality': 'duplication'}, 'figure_annotations': {'height': 3888, 'width': 2592, 'image_id': '../../datasets/copy-move/recod-cmfd-fine-tunning-dataset/base/images/IMG_3146.JPG'}}"
random_copy_move/images/3399862_5311681_2_Blots.png,random_copy_move/masks/3399862_5311681_2_Blots.png,Recod.a Western Blots Collection,Western Blots,10.1371/journal.pone.0155575,---,https://plos.figshare.com/articles/figure/Confirmation_of_the_OE_i_rmtA_i_OE_/3399862,CC BY 4.0,"{'forgery_info': {'class': 'Microscopy', 'function_name': 'random_copy_move', 'args': {'n_objects': 1}, 'figure_type': 'simple', 'modality': 'duplication'}, 'figure_annotations': {'height': 589, 'width': 1106, 'image_id': '../../datasets/copy-move/recod-cmfd-fine-tunning-dataset/base/images/3399862_5311681_2_Blots.png'}}"
random_copy_move/images/00350.png,random_copy_move/masks/00350_gt.png,Recod.ai Scientific Image Integrity Dataset,Microscopy,10.1007/s11948-022-00391-4,https://github.com/phillipecardenuto/rsiil,https://link.springer.com/article/10.1007/s11948-022-00391-4,CC BY 4.0,"{'forgery_info': {'class': 'Microscopy', 'function_name': 'random_copy_move', 'args': {'n_objects': 1}, 'figure_type': 'simple', 'modality': 'duplication'}, 'figure_annotations': {'height': 256, 'width': 256, 'image_id': '../../datasets/copy-move/recod-cmfd-fine-tunning-dataset/base/images/00350.png'}}"
random_copy_move/images/AYA-023.jpg,random_copy_move/masks/AYA-023.jpg,Maize Cobs Dataset,Body Images,10.1186/s13007-021-00787-6,https://datasetninja.com/maize-cobs,https://doi.org/10.1186/s13007-021-00787-6,CC BY-NC 2.0,"{'forgery_info': {'class': 'Microscopy', 'function_name': 'random_copy_move', 'args': {'n_objects': 1}, 'figure_type': 'simple', 'modality': 'duplication'}, 'figure_annotations': {'height': 666, 'width': 1000, 'image_id': '../../datasets/copy-move/recod-cmfd-fine-tunning-dataset/base/images/AYA-023.jpg'}}"
random_copy_move/images/a4027c076c.png,random_copy_move/masks/a4027c076c.png,Electron Microscopy Particle Segmentation (EMPS),Electron Microscopy,10.1021/acs.jcim.0c01455,https://github.com/by256/emps/tree/main,https://pubs.acs.org/doi/10.1021/acs.jcim.0c01455,CC BY 4.0,"{'forgery_info': {'class': 'Microscopy', 'function_name': 'random_copy_move', 'args': {'n_objects': 1}, 'figure_type': 'simple', 'modality': 'duplication'}, 'figure_annotations': {'height': 512, 'width': 685, 'image_id': '../../datasets/copy-move/recod-cmfd-fine-tunning-dataset/base/images/a4027c076c.png'}}"
random_copy_move/images/256606_586109_1_Blots.png,random_copy_move/masks/256606_586109_1_Blots.png,Recod.a Western Blots Collection,Western Blots,10.1371/journal.pone.0043880,---,https://plos.figshare.com/articles/figure/_Representative_Western_blots_3a_and_their_relative_band_intensity_histograms_3b_/256606,CC BY 4.0,"{'forgery_info': {'class': 'Microscopy', 'function_name': 'random_copy_move', 'args': {'n_objects': 1}, 'figure_type': 'simple', 'modality': 'duplication'}, 'figure_annotations': {'height': 138, 'width': 1641, 'image_id': '../../datasets/copy-move/recod-cmfd-fine-tunning-dataset/base/images/256606_586109_1_Blots.png'}}"
cleaning_using_bf/images/252.tif,cleaning_using_bf/masks/252.tif,HeLaCytoNuc: fluorescence microscopy dataset with segmentation masks for cell nuclei and cytoplasm,Fluorescencent Microscopy,10.14278/rodare.3001,https://rodare.hzdr.de/record/3001,No Paper,CC BY 4.0,"{'forgery_info': {'class': 'Microscopy', 'function_name': 'cleaning_using_bf', 'args': {'n_objects': 1}, 'figure_type': 'simple', 'modality': 'cleaning'}, 'figure_annotations': {'height': 520, 'width': 696, 'image_id': '../../datasets/copy-move/recod-cmfd-fine-tunning-dataset/base/images/252.tif'}}"
cleaning_using_bf/images/EXP2_2_20HRS_002.jpg,cleaning_using_bf/masks/EXP2_2_20HRS_002_manual.png,Broad Bioimage Benchmark Collection,Transwell,10.1038/nmeth.2083,https://bbbc.broadinstitute.org/BBBC019,https://www.nature.com/articles/nmeth.2083,CC BY 3.0,"{'forgery_info': {'class': 'Microscopy', 'function_name': 'cleaning_using_bf', 'args': {'n_objects': 1}, 'figure_type': 'simple', 'modality': 'cleaning'}, 'figure_annotations': {'height': 1024, 'width': 1280, 'image_id': '../../datasets/copy-move/recod-cmfd-fine-tunning-dataset/base/images/EXP2_2_20HRS_002.jpg'}}"
random_copy_move/images/7b76562318.png,random_copy_move/masks/7b76562318.png,Electron Microscopy Particle Segmentation (EMPS),Electron Microscopy,10.1021/acs.jcim.0c01455,https://github.com/by256/emps/tree/main,https://pubs.acs.org/doi/10.1021/acs.jcim.0c01455,CC BY 4.0,"{'forgery_info': {'class': 'Microscopy', 'function_name': 'random_copy_move', 'args': {'n_objects': 1}, 'figure_type': 'simple', 'modality': 'duplication'}, 'figure_annotations': {'height': 512, 'width': 723, 'image_id': '../../datasets/copy-move/recod-cmfd-fine-tunning-dataset/base/images/7b76562318.png'}}"
cleaning_using_bf/images/00309.png,cleaning_using_bf/masks/00309_gt.png,Recod.ai Scientific Image Integrity Dataset,Microscopy,10.1007/s11948-022-00391-4,https://github.com/phillipecardenuto/rsiil,https://link.springer.com/article/10.1007/s11948-022-00391-4,CC BY 4.0,"{'forgery_info': {'class': 'Microscopy', 'function_name': 'cleaning_using_bf', 'args': {'n_objects': 1}, 'figure_type': 'simple', 'modality': 'cleaning'}, 'figure_annotations': {'height': 256, 'width': 256, 'image_id': '../../datasets/copy-move/recod-cmfd-fine-tunning-dataset/base/images/00309.png'}}"
cleaning_using_bf/images/849047_1278758_8_Blots.png,cleaning_using_bf/masks/849047_1278758_8_Blots.png,Recod.a Western Blots Collection,Western Blots,10.1371/journal.pone.0078766,---,https://plos.figshare.com/articles/figure/_280B_destabilizes_the_p53_protein_in_prostate_cancer_cells_/849047,CC BY 4.0,"{'forgery_info': {'class': 'Microscopy', 'function_name': 'cleaning_using_bf', 'args': {'n_objects': 1}, 'figure_type': 'simple', 'modality': 'cleaning'}, 'figure_annotations': {'height': 107, 'width': 534, 'image_id': '../../datasets/copy-move/recod-cmfd-fine-tunning-dataset/base/images/849047_1278758_8_Blots.png'}}"
random_copy_move/images/00217.png,random_copy_move/masks/00217_gt.png,Recod.ai Scientific Image Integrity Dataset,Microscopy,10.1007/s11948-022-00391-4,https://github.com/phillipecardenuto/rsiil,https://link.springer.com/article/10.1007/s11948-022-00391-4,CC BY 4.0,"{'forgery_info': {'class': 'Microscopy', 'function_name': 'random_copy_move', 'args': {'n_objects': 1}, 'figure_type': 'simple', 'modality': 'duplication'}, 'figure_annotations': {'height': 360, 'width': 360, 'image_id': '../../datasets/copy-move/recod-cmfd-fine-tunning-dataset/base/images/00217.png'}}"
cleaning_using_bf/images/00253.png,cleaning_using_bf/masks/00253_gt.png,Recod.ai Scientific Image Integrity Dataset,Microscopy,10.1007/s11948-022-00391-4,https://github.com/phillipecardenuto/rsiil,https://link.springer.com/article/10.1007/s11948-022-00391-4,CC BY 4.0,"{'forgery_info': {'class': 'Microscopy', 'function_name': 'cleaning_using_bf', 'args': {'n_objects': 1}, 'figure_type': 'simple', 'modality': 'cleaning'}, 'figure_annotations': {'height': 256, 'width': 320, 'image_id': '../../datasets/copy-move/recod-cmfd-fine-tunning-dataset/base/images/00253.png'}}"
cleaning_using_bf/images/IMG_3238.JPG,cleaning_using_bf/masks/IMG_3238.JPG,Maize Cobs Dataset,Body Images,10.1186/s13007-021-00787-6,https://datasetninja.com/maize-cobs,https://doi.org/10.1186/s13007-021-00787-6,CC BY-NC 2.0,"{'forgery_info': {'class': 'Microscopy', 'function_name': 'cleaning_using_bf', 'args': {'n_objects': 1}, 'figure_type': 'simple', 'modality': 'cleaning'}, 'figure_annotations': {'height': 2592, 'width': 3888, 'image_id': '../../datasets/copy-move/recod-cmfd-fine-tunning-dataset/base/images/IMG_3238.JPG'}}"
cleaning_using_bf/images/709062_1070696_2_Blots.png,cleaning_using_bf/masks/709062_1070696_2_Blots.png,Recod.a Western Blots Collection,Western Blots,10.1371/journal.pgen.1003546,---,https://plos.figshare.com/articles/figure/_Effect_of_acute_inhibition_of_CDK7_by_1_NMPP1_/709062,CC BY 4.0,"{'forgery_info': {'class': 'Microscopy', 'function_name': 'cleaning_using_bf', 'args': {'n_objects': 1}, 'figure_type': 'simple', 'modality': 'cleaning'}, 'figure_annotations': {'height': 114, 'width': 1082, 'image_id': '../../datasets/copy-move/recod-cmfd-fine-tunning-dataset/base/images/709062_1070696_2_Blots.png'}}"
random_copy_move/images/TCGA-A2-A0CV-01Z-00-DX1_4.tif,random_copy_move/masks/TCGA-A2-A0CV-01Z-00-DX1_4.png,MoNuSAC 2020,Microscopy,10.1109/TMI.2021.3085712,https://monusac-2020.grand-challenge.org/Data/,https://ieeexplore.ieee.org/abstract/document/9446924?casa_token=RVD5ZjFPUJwAAAAA:WqR-dWkLchFwwdtKJGo7GQwwylvOOL6cM796VDb6CDnprbLCYtcm-oMp-0W3MfHiub-Ot0Ab-g,CC BY-NC-SA 4.0,"{'forgery_info': {'class': 'Microscopy', 'function_name': 'random_copy_move', 'args': {'n_objects': 1}, 'figure_type': 'simple', 'modality': 'duplication'}, 'figure_annotations': {'height': 677, 'width': 769, 'image_id': '../../datasets/copy-move/recod-cmfd-fine-tunning-dataset/base/images/TCGA-A2-A0CV-01Z-00-DX1_4.tif'}}"
cleaning_using_bf/images/00486.png,cleaning_using_bf/masks/00486_gt.png,Recod.ai Scientific Image Integrity Dataset,Microscopy,10.1007/s11948-022-00391-4,https://github.com/phillipecardenuto/rsiil,https://link.springer.com/article/10.1007/s11948-022-00391-4,CC BY 4.0,"{'forgery_info': {'class': 'Microscopy', 'function_name': 'cleaning_using_bf', 'args': {'n_objects': 1}, 'figure_type': 'simple', 'modality': 'cleaning'}, 'figure_annotations': {'height': 256, 'width': 256, 'image_id': '../../datasets/copy-move/recod-cmfd-fine-tunning-dataset/base/images/00486.png'}}"
random_copy_move/images/M.DI-045.jpg,random_copy_move/masks/M.DI-045.jpg,Maize Cobs Dataset,Body Images,10.1186/s13007-021-00787-6,https://datasetninja.com/maize-cobs,https://doi.org/10.1186/s13007-021-00787-6,CC BY-NC 2.0,"{'forgery_info': {'class': 'Microscopy', 'function_name': 'random_copy_move', 'args': {'n_objects': 1}, 'figure_type': 'simple', 'modality': 'duplication'}, 'figure_annotations': {'height': 666, 'width': 1000, 'image_id': '../../datasets/copy-move/recod-cmfd-fine-tunning-dataset/base/images/M.DI-045.jpg'}}"
random_copy_move/images/Mar26bS2C1R1_LHl_200x_y.png,random_copy_move/masks/Mar26bS2C1R1_LHl_200x_y.png,Fluorescent Neuronal Cells,Fluorescencent Microscopy,10.6092/unibo/amsacta/6706,https://amsacta.unibo.it/id/eprint/6706/,https://www.nature.com/articles/s41598-021-01929-5#Sec4,CC BY 4.0,"{'forgery_info': {'class': 'Microscopy', 'function_name': 'random_copy_move', 'args': {'n_objects': 1}, 'figure_type': 'simple', 'modality': 'duplication'}, 'figure_annotations': {'height': 1200, 'width': 1600, 'image_id': '../../datasets/copy-move/recod-cmfd-fine-tunning-dataset/base/images/Mar26bS2C1R1_LHl_200x_y.png'}}"
cleaning_using_bf/images/1199.tif,cleaning_using_bf/masks/1199.tif,HeLaCytoNuc: fluorescence microscopy dataset with segmentation masks for cell nuclei and cytoplasm,Fluorescencent Microscopy,10.14278/rodare.3001,https://rodare.hzdr.de/record/3001,No Paper,CC BY 4.0,"{'forgery_info': {'class': 'Microscopy', 'function_name': 'cleaning_using_bf', 'args': {'n_objects': 1}, 'figure_type': 'simple', 'modality': 'cleaning'}, 'figure_annotations': {'height': 520, 'width': 696, 'image_id': '../../datasets/copy-move/recod-cmfd-fine-tunning-dataset/base/images/1199.tif'}}"
cleaning_using_bf/images/521068_850615_2_Blots.png,cleaning_using_bf/masks/521068_850615_2_Blots.png,Recod.a Western Blots Collection,Western Blots,10.1371/journal.pone.0010618,---,https://plos.figshare.com/articles/figure/_Effect_of_5_FU_on_the_stability_of_TS_protein_in_zebrafish_embryos_/521068,CC BY 4.0,"{'forgery_info': {'class': 'Microscopy', 'function_name': 'cleaning_using_bf', 'args': {'n_objects': 1}, 'figure_type': 'simple', 'modality': 'cleaning'}, 'figure_annotations': {'height': 128, 'width': 1486, 'image_id': '../../datasets/copy-move/recod-cmfd-fine-tunning-dataset/base/images/521068_850615_2_Blots.png'}}"
random_copy_move/images/59424b060a.png,random_copy_move/masks/59424b060a.png,Electron Microscopy Particle Segmentation (EMPS),Electron Microscopy,10.1021/acs.jcim.0c01455,https://github.com/by256/emps/tree/main,https://pubs.acs.org/doi/10.1021/acs.jcim.0c01455,CC BY 4.0,"{'forgery_info': {'class': 'Microscopy', 'function_name': 'random_copy_move', 'args': {'n_objects': 1}, 'figure_type': 'simple', 'modality': 'duplication'}, 'figure_annotations': {'height': 512, 'width': 512, 'image_id': '../../datasets/copy-move/recod-cmfd-fine-tunning-dataset/base/images/59424b060a.png'}}"
cleaning_using_bf/images/1357863_1991151_5_Blots.png,cleaning_using_bf/masks/1357863_1991151_5_Blots.png,Recod.a Western Blots Collection,Western Blots,10.1371/journal.pone.0120913,---,https://plos.figshare.com/articles/figure/_The_knockdown_effect_of_Bcl_xl_or_Mcl_1_in_LNCaP_or_PC3_cells_/1357863,CC BY 4.0,"{'forgery_info': {'class': 'Microscopy', 'function_name': 'cleaning_using_bf', 'args': {'n_objects': 1}, 'figure_type': 'simple', 'modality': 'cleaning'}, 'figure_annotations': {'height': 64, 'width': 434, 'image_id': '../../datasets/copy-move/recod-cmfd-fine-tunning-dataset/base/images/1357863_1991151_5_Blots.png'}}"
cleaning_using_bf/images/918489_1367055_11_Blots.png,cleaning_using_bf/masks/918489_1367055_11_Blots.png,Recod.a Western Blots Collection,Western Blots,10.1371/journal.pone.0087161,---,https://plos.figshare.com/articles/figure/_EGCG_increase_autophagy_flux_and_AMPK_phosphorylation_in_primary_hepatocytes_/918489,CC BY 4.0,"{'forgery_info': {'class': 'Microscopy', 'function_name': 'cleaning_using_bf', 'args': {'n_objects': 1}, 'figure_type': 'simple', 'modality': 'cleaning'}, 'figure_annotations': {'height': 209, 'width': 538, 'image_id': '../../datasets/copy-move/recod-cmfd-fine-tunning-dataset/base/images/918489_1367055_11_Blots.png'}}"
random_copy_move/images/463592_793228_1_Blots.png,random_copy_move/masks/463592_793228_1_Blots.png,Recod.a Western Blots Collection,Western Blots,10.1371/journal.pone.0017747,---,https://plos.figshare.com/articles/figure/_Presence_of_multiple_copies_of_the_importin_4_gene_fragment_in_the_B_oleae_genome_/463592,CC BY 4.0,"{'forgery_info': {'class': 'Microscopy', 'function_name': 'random_copy_move', 'args': {'n_objects': 1}, 'figure_type': 'simple', 'modality': 'duplication'}, 'figure_annotations': {'height': 223, 'width': 513, 'image_id': '../../datasets/copy-move/recod-cmfd-fine-tunning-dataset/base/images/463592_793228_1_Blots.png'}}"
cleaning_using_bf/images/IMG_3147.JPG,cleaning_using_bf/masks/IMG_3147.JPG,Maize Cobs Dataset,Body Images,10.1186/s13007-021-00787-6,https://datasetninja.com/maize-cobs,https://doi.org/10.1186/s13007-021-00787-6,CC BY-NC 2.0,"{'forgery_info': {'class': 'Microscopy', 'function_name': 'cleaning_using_bf', 'args': {'n_objects': 1}, 'figure_type': 'simple', 'modality': 'cleaning'}, 'figure_annotations': {'height': 3888, 'width': 2592, 'image_id': '../../datasets/copy-move/recod-cmfd-fine-tunning-dataset/base/images/IMG_3147.JPG'}}"
cleaning_using_bf/images/7f1a5b0782.png,cleaning_using_bf/masks/7f1a5b0782.png,Electron Microscopy Particle Segmentation (EMPS),Electron Microscopy,10.1021/acs.jcim.0c01455,https://github.com/by256/emps/tree/main,https://pubs.acs.org/doi/10.1021/acs.jcim.0c01455,CC BY 4.0,"{'forgery_info': {'class': 'Microscopy', 'function_name': 'cleaning_using_bf', 'args': {'n_objects': 1}, 'figure_type': 'simple', 'modality': 'cleaning'}, 'figure_annotations': {'height': 512, 'width': 776, 'image_id': '../../datasets/copy-move/recod-cmfd-fine-tunning-dataset/base/images/7f1a5b0782.png'}}"
random_copy_move/images/Mar21bS2C2R3_LHr_200x_y.png,random_copy_move/masks/Mar21bS2C2R3_LHr_200x_y.png,Fluorescent Neuronal Cells,Fluorescencent Microscopy,10.6092/unibo/amsacta/6706,https://amsacta.unibo.it/id/eprint/6706/,https://www.nature.com/articles/s41598-021-01929-5#Sec4,CC BY 4.0,"{'forgery_info': {'class': 'Microscopy', 'function_name': 'random_copy_move', 'args': {'n_objects': 1}, 'figure_type': 'simple', 'modality': 'duplication'}, 'figure_annotations': {'height': 1200, 'width': 1600, 'image_id': '../../datasets/copy-move/recod-cmfd-fine-tunning-dataset/base/images/Mar21bS2C2R3_LHr_200x_y.png'}}"
random_copy_move/images/exp7_6.tif,random_copy_move/masks/exp7_6.png,Cell Adhesion and Motility Assay Dataset (CAMAD),Microscopy,10.5281/zenodo.12806149,https://zenodo.org/records/12806149,No Paper,CC BY 4.0,"{'forgery_info': {'class': 'Microscopy', 'function_name': 'random_copy_move', 'args': {'n_objects': 1}, 'figure_type': 'simple', 'modality': 'duplication'}, 'figure_annotations': {'height': 1912, 'width': 2568, 'image_id': '../../datasets/copy-move/recod-cmfd-fine-tunning-dataset/base/images/exp7_6.tif'}}"
